TOP[Pa]	TIT[K]	Efficiency[-]	Net_sp_work[J/kgCO2]	TOT[K]
9200000.000000	1890.000000	0.464400	293621.091000	1530.078799	
9200000.000000	1895.000000	0.463200	294483.061000	1533.469055	
9200000.000000	1900.000000	0.462100	295345.646000	1536.855623	
9200000.000000	1905.000000	0.461000	296208.852000	1540.238508	
9200000.000000	1910.000000	0.459900	297072.687000	1543.617713	
9200000.000000	1915.000000	0.458800	297937.158000	1546.993244	
9200000.000000	1920.000000	0.457700	298802.272000	1550.365105	
9200000.000000	1925.000000	0.456600	299668.036000	1553.733301	
9200000.000000	1930.000000	0.455500	300534.458000	1557.097835	
9200000.000000	1935.000000	0.454300	301401.545000	1560.458713	
9200000.000000	1940.000000	0.453300	302269.304000	1563.815938	
9200000.000000	1945.000000	0.452200	303137.744000	1567.169517	
9200000.000000	1950.000000	0.451100	304006.871000	1570.519452	
9200000.000000	1955.000000	0.450000	304876.692000	1573.865749	
9200000.000000	1960.000000	0.448900	305747.215000	1577.208412	
9200000.000000	1965.000000	0.447800	306618.448000	1580.547447	
9200000.000000	1970.000000	0.446700	307490.399000	1583.882857	
9200000.000000	1975.000000	0.445700	308363.072000	1587.214650	
9200000.000000	1980.000000	0.444500	309245.195000	1590.543561	
9200000.000000	1985.000000	0.443400	310118.879000	1593.868098	
9200000.000000	1990.000000	0.442400	310993.307000	1597.189028	
9200000.000000	1995.000000	0.441300	311868.486000	1600.506357	
9200000.000000	2000.000000	0.440300	312744.424000	1603.820088	
9400000.000000	1000.000000	0.480000	141704.321000	861.454625	
9400000.000000	1005.000000	0.481800	142651.446000	865.995911	
9400000.000000	1010.000000	0.483500	143597.956000	870.536437	
9400000.000000	1015.000000	0.485300	144543.816000	875.076218	
9400000.000000	1020.000000	0.487000	145489.044000	879.615264	
9400000.000000	1025.000000	0.488800	146433.520000	884.153602	
9400000.000000	1030.000000	0.490500	147377.644000	888.691188	
9400000.000000	1035.000000	0.492200	148321.184000	893.228064	
9400000.000000	1040.000000	0.493900	149264.154000	897.764239	
9400000.000000	1045.000000	0.495600	150206.240000	902.299764	
9400000.000000	1050.000000	0.497300	151147.938000	906.834583	
9400000.000000	1055.000000	0.499000	152089.249000	911.368706	
9400000.000000	1060.000000	0.500700	153030.125000	915.902148	
9400000.000000	1065.000000	0.502400	153970.402000	920.434942	
9400000.000000	1070.000000	0.504000	154910.178000	924.967082	
9400000.000000	1075.000000	0.505500	155783.841000	929.212333	
9400000.000000	1080.000000	0.506800	156574.113000	933.094922	
9400000.000000	1085.000000	0.508100	157374.207000	937.021487	
9400000.000000	1090.000000	0.509400	158178.426000	940.967014	
9400000.000000	1095.000000	0.510700	158984.884000	944.923254	
9400000.000000	1100.000000	0.512100	159792.725000	948.886059	
9400000.000000	1105.000000	0.513400	160601.266000	952.852966	
9400000.000000	1110.000000	0.514700	161410.485000	956.822299	
9400000.000000	1115.000000	0.515900	162220.488000	960.792856	
9400000.000000	1120.000000	0.517200	163030.254000	964.763872	
9400000.000000	1125.000000	0.518400	163839.740000	968.734679	
9400000.000000	1130.000000	0.519600	164648.951000	972.704757	
9400000.000000	1135.000000	0.520900	165457.731000	976.673690	
9400000.000000	1140.000000	0.522100	166266.003000	980.641134	
9400000.000000	1145.000000	0.523300	167074.006000	984.606805	
9400000.000000	1150.000000	0.524500	167881.038000	988.570460	
9400000.000000	1155.000000	0.525700	168687.315000	992.531891	
9400000.000000	1160.000000	0.526900	169492.984000	996.490922	
9400000.000000	1165.000000	0.528100	170297.930000	1000.447399	
9400000.000000	1170.000000	0.529300	171102.129000	1004.401187	
9400000.000000	1175.000000	0.530500	171905.567000	1008.352167	
9400000.000000	1180.000000	0.531700	172708.225000	1012.300234	
9400000.000000	1185.000000	0.532900	173510.053000	1016.245293	
9400000.000000	1190.000000	0.534100	174311.066000	1020.187262	
9400000.000000	1195.000000	0.535600	175103.311000	1024.125412	
9400000.000000	1200.000000	0.536800	175902.377000	1028.060897	
9400000.000000	1205.000000	0.537900	176700.684000	1031.993092	
9400000.000000	1210.000000	0.539100	177498.138000	1035.921934	
9400000.000000	1215.000000	0.540200	178294.720000	1039.847371	
9400000.000000	1220.000000	0.541400	179090.418000	1043.769356	
9400000.000000	1225.000000	0.542500	179885.234000	1047.687847	
9400000.000000	1230.000000	0.543600	180679.166000	1051.602805	
9400000.000000	1235.000000	0.544800	181472.163000	1055.514187	
9400000.000000	1240.000000	0.545900	182264.312000	1059.421972	
9400000.000000	1245.000000	0.547000	183055.567000	1063.326123	
9400000.000000	1250.000000	0.548100	183845.924000	1067.226613	
9400000.000000	1255.000000	0.549200	184635.377000	1071.123413	
9400000.000000	1260.000000	0.550300	185423.292000	1075.016444	
9400000.000000	1265.000000	0.551400	186211.048000	1078.905809	
9400000.000000	1270.000000	0.552500	186997.844000	1082.791409	
9400000.000000	1275.000000	0.553600	187783.865000	1086.673253	
9400000.000000	1280.000000	0.554600	188568.960000	1090.551299	
9400000.000000	1285.000000	0.555700	189353.133000	1094.425530	
9400000.000000	1290.000000	0.556800	190136.406000	1098.295933	
9400000.000000	1295.000000	0.557800	190918.781000	1102.162492	
9400000.000000	1300.000000	0.558900	191699.591000	1106.025060	
9400000.000000	1305.000000	0.559900	192480.003000	1109.883852	
9400000.000000	1310.000000	0.561000	193259.513000	1113.738756	
9400000.000000	1315.000000	0.562000	194038.121000	1117.589762	
9400000.000000	1320.000000	0.563100	194815.824000	1121.436855	
9400000.000000	1325.000000	0.564100	195592.629000	1125.280027	
9400000.000000	1330.000000	0.565100	196368.526000	1129.119265	
9400000.000000	1335.000000	0.566100	197143.523000	1132.954560	
9400000.000000	1340.000000	0.567100	197917.621000	1136.785903	
9400000.000000	1345.000000	0.568200	198690.823000	1140.613286	
9400000.000000	1350.000000	0.569100	199463.444000	1144.436785	
9400000.000000	1355.000000	0.570200	200234.801000	1148.256211	
9400000.000000	1360.000000	0.571100	201005.982000	1152.071849	
9400000.000000	1365.000000	0.572100	201775.928000	1155.883407	
9400000.000000	1370.000000	0.573100	202545.002000	1159.690975	
9400000.000000	1375.000000	0.574000	203313.206000	1163.494548	
9400000.000000	1380.000000	0.575000	204080.400000	1167.294077	
9400000.000000	1385.000000	0.576000	204846.924000	1171.089658	
9400000.000000	1390.000000	0.576900	205612.571000	1174.881224	
9400000.000000	1395.000000	0.577900	206377.343000	1178.668769	
9400000.000000	1400.000000	0.578800	207141.453000	1182.452291	
9400000.000000	1405.000000	0.579400	207912.882000	1186.231951	
9400000.000000	1410.000000	0.580400	208672.721000	1190.007478	
9400000.000000	1415.000000	0.580600	209452.946000	1193.778169	
9400000.000000	1420.000000	0.579200	210271.822000	1197.542075	
9400000.000000	1425.000000	0.577900	211090.666000	1201.302026	
9400000.000000	1430.000000	0.576500	211909.483000	1205.058023	
9400000.000000	1435.000000	0.575200	212728.281000	1208.810064	
9400000.000000	1440.000000	0.573800	213547.066000	1212.558150	
9400000.000000	1445.000000	0.572500	214365.826000	1216.302301	
9400000.000000	1450.000000	0.571100	215184.604000	1220.042476	
9400000.000000	1455.000000	0.569700	216003.631000	1223.778705	
9400000.000000	1460.000000	0.568400	216822.439000	1227.510970	
9400000.000000	1465.000000	0.567000	217641.267000	1231.239279	
9400000.000000	1470.000000	0.565700	218460.121000	1234.963634	
9400000.000000	1475.000000	0.564300	219278.573000	1238.683224	
9400000.000000	1480.000000	0.563000	220097.481000	1242.399632	
9400000.000000	1485.000000	0.561600	220916.434000	1246.112086	
9400000.000000	1490.000000	0.560300	221735.439000	1249.820587	
9400000.000000	1495.000000	0.558900	222554.503000	1253.525136	
9400000.000000	1500.000000	0.557600	223373.632000	1257.225734	
9400000.000000	1505.000000	0.556200	224192.833000	1260.922383	
9400000.000000	1510.000000	0.554900	225012.112000	1264.615083	
9400000.000000	1515.000000	0.553600	225831.477000	1268.303836	
9400000.000000	1520.000000	0.552200	226648.079000	1271.990623	
9400000.000000	1525.000000	0.550900	227467.548000	1275.671543	
9400000.000000	1530.000000	0.549500	228287.120000	1279.348523	
9400000.000000	1535.000000	0.548200	229106.801000	1283.021563	
9400000.000000	1540.000000	0.546900	229926.597000	1286.690665	
9400000.000000	1545.000000	0.545500	230746.516000	1290.355832	
9400000.000000	1550.000000	0.544200	231566.563000	1294.017065	
9400000.000000	1555.000000	0.542900	232386.745000	1297.674366	
9400000.000000	1560.000000	0.541600	233207.069000	1301.327738	
9400000.000000	1565.000000	0.540200	234027.541000	1304.977182	
9400000.000000	1570.000000	0.538900	234848.168000	1308.622700	
9400000.000000	1575.000000	0.537600	235668.956000	1312.264296	
9400000.000000	1580.000000	0.536300	236489.911000	1315.901971	
9400000.000000	1585.000000	0.535000	237311.041000	1319.535727	
9400000.000000	1590.000000	0.533700	238132.352000	1323.165567	
9400000.000000	1595.000000	0.532300	238953.851000	1326.791494	
9400000.000000	1600.000000	0.531000	239775.543000	1330.413509	
9400000.000000	1605.000000	0.529700	240597.435000	1334.031616	
9400000.000000	1610.000000	0.528400	241419.535000	1337.645817	
9400000.000000	1615.000000	0.527100	242241.848000	1341.256115	
9400000.000000	1620.000000	0.525800	243064.381000	1344.862512	
9400000.000000	1625.000000	0.524500	243887.140000	1348.465011	
9400000.000000	1630.000000	0.523300	244710.133000	1352.063616	
9400000.000000	1635.000000	0.522000	245533.128000	1355.658262	
9400000.000000	1640.000000	0.520700	246356.599000	1359.249082	
9400000.000000	1645.000000	0.519400	247180.322000	1362.836015	
9400000.000000	1650.000000	0.518100	248004.305000	1366.419065	
9400000.000000	1655.000000	0.516800	248828.553000	1369.998234	
9400000.000000	1660.000000	0.515600	249653.074000	1373.573526	
9400000.000000	1665.000000	0.514300	250477.870000	1377.144940	
9400000.000000	1670.000000	0.513000	251303.038000	1380.711304	
9400000.000000	1675.000000	0.511700	252128.416000	1384.274989	
9400000.000000	1680.000000	0.510500	252954.091000	1387.834808	
9400000.000000	1685.000000	0.509200	253780.071000	1391.390765	
9400000.000000	1690.000000	0.508000	254606.363000	1394.942864	
9400000.000000	1695.000000	0.506700	255432.974000	1398.491106	
9400000.000000	1700.000000	0.505500	256259.909000	1402.035497	
9400000.000000	1705.000000	0.504200	257087.176000	1405.576038	
9400000.000000	1710.000000	0.503000	257914.781000	1409.112735	
9400000.000000	1715.000000	0.501700	258742.731000	1412.645589	
9400000.000000	1720.000000	0.500500	259571.033000	1416.174604	
9400000.000000	1725.000000	0.499200	260399.693000	1419.699785	
9400000.000000	1730.000000	0.498000	261228.717000	1423.221132	
9400000.000000	1735.000000	0.496800	262058.113000	1426.738653	
9400000.000000	1740.000000	0.495500	262887.887000	1430.252349	
9400000.000000	1745.000000	0.494300	263718.046000	1433.762223	
9400000.000000	1750.000000	0.493100	264548.596000	1437.268281	
9400000.000000	1755.000000	0.491900	265379.545000	1440.770525	
9400000.000000	1760.000000	0.490700	266210.898000	1444.268958	
9400000.000000	1765.000000	0.489400	267042.663000	1447.763585	
9400000.000000	1770.000000	0.488200	267874.847000	1451.254410	
9400000.000000	1775.000000	0.487000	268707.455000	1454.741436	
9400000.000000	1780.000000	0.485800	269540.496000	1458.224666	
9400000.000000	1785.000000	0.484600	270373.975000	1461.704105	
9400000.000000	1790.000000	0.483400	271207.899000	1465.179757	
9400000.000000	1795.000000	0.482200	272042.275000	1468.651625	
9400000.000000	1800.000000	0.481000	272877.110000	1472.119714	
9400000.000000	1805.000000	0.479800	273712.411000	1475.584026	
9400000.000000	1810.000000	0.478700	274548.548000	1479.045954	
9400000.000000	1815.000000	0.477500	275384.813000	1482.502769	
9400000.000000	1820.000000	0.476300	276221.564000	1485.955820	
9400000.000000	1825.000000	0.475100	277058.808000	1489.405111	
9400000.000000	1830.000000	0.474000	277896.553000	1492.850648	
9400000.000000	1835.000000	0.472800	278734.805000	1496.292434	
9400000.000000	1840.000000	0.471600	279573.570000	1499.730473	
9400000.000000	1845.000000	0.470500	280412.857000	1503.164769	
9400000.000000	1850.000000	0.469300	281252.564000	1506.595320	
9400000.000000	1855.000000	0.468100	282092.922000	1510.022149	
9400000.000000	1860.000000	0.467000	282933.814000	1513.445241	
9400000.000000	1865.000000	0.465800	283775.254000	1516.864608	
9400000.000000	1870.000000	0.464700	284617.250000	1520.280252	
9400000.000000	1875.000000	0.463600	285459.809000	1523.692179	
9400000.000000	1880.000000	0.462400	286302.938000	1527.100393	
9400000.000000	1885.000000	0.461300	287146.643000	1530.504897	
9400000.000000	1890.000000	0.460200	287990.931000	1533.905696	
9400000.000000	1895.000000	0.459000	288835.811000	1537.302796	
9400000.000000	1900.000000	0.457900	289681.288000	1540.696199	
9400000.000000	1905.000000	0.456800	290527.371000	1544.085910	
9400000.000000	1910.000000	0.455700	291374.066000	1547.471934	
9400000.000000	1915.000000	0.454500	292221.379000	1550.854275	
9400000.000000	1920.000000	0.453400	293069.320000	1554.232938	
9400000.000000	1925.000000	0.452300	293917.894000	1557.607927	
9400000.000000	1930.000000	0.451200	294767.108000	1560.979247	
9400000.000000	1935.000000	0.450100	295616.971000	1564.346902	
9400000.000000	1940.000000	0.449000	296467.488000	1567.710896	
9400000.000000	1945.000000	0.447900	297318.669000	1571.071235	
9400000.000000	1950.000000	0.446800	298170.518000	1574.427922	
9400000.000000	1955.000000	0.445700	299023.045000	1577.780963	
9400000.000000	1960.000000	0.444600	299876.257000	1581.130362	
9400000.000000	1965.000000	0.443600	300730.159000	1584.476124	
9400000.000000	1970.000000	0.442500	301584.761000	1587.818253	
9400000.000000	1975.000000	0.441400	302440.068000	1591.156756	
9400000.000000	1980.000000	0.440200	303304.643000	1594.492389	
9400000.000000	1985.000000	0.439200	304160.931000	1597.823618	
9400000.000000	1990.000000	0.438100	305017.944000	1601.151233	
9400000.000000	1995.000000	0.437000	305875.690000	1604.475237	
9400000.000000	2000.000000	0.436000	306734.176000	1607.795635	
9600000.000000	1000.000000	0.478900	138971.576000	863.912598	
9600000.000000	1005.000000	0.480600	139901.099000	868.462491	
9600000.000000	1010.000000	0.482400	140830.128000	873.011619	
9600000.000000	1015.000000	0.484100	141758.403000	877.560028	
9600000.000000	1020.000000	0.485800	142686.052000	882.107711	
9600000.000000	1025.000000	0.487600	143613.088000	886.654677	
9600000.000000	1030.000000	0.489300	144539.515000	891.200937	
9600000.000000	1035.000000	0.491000	145465.335000	895.746500	
9600000.000000	1040.000000	0.492700	146390.605000	900.291369	
9600000.000000	1045.000000	0.494400	147315.317000	904.835555	
9600000.000000	1050.000000	0.496000	148239.464000	909.379068	
9600000.000000	1055.000000	0.497700	149163.074000	913.921915	
9600000.000000	1060.000000	0.499400	150085.991000	918.464125	
9600000.000000	1065.000000	0.501000	151008.703000	923.005643	
9600000.000000	1070.000000	0.502700	151930.923000	927.546516	
9600000.000000	1075.000000	0.504100	152788.257000	931.799775	
9600000.000000	1080.000000	0.505400	153563.368000	935.689499	
9600000.000000	1085.000000	0.506700	154348.361000	939.623289	
9600000.000000	1090.000000	0.508000	155137.448000	943.576093	
9600000.000000	1095.000000	0.509400	155928.598000	947.539658	
9600000.000000	1100.000000	0.510700	156721.268000	951.509795	
9600000.000000	1105.000000	0.511900	157514.577000	955.484055	
9600000.000000	1110.000000	0.513200	158308.217000	959.460791	
9600000.000000	1115.000000	0.514500	159101.934000	963.438843	
9600000.000000	1120.000000	0.515800	159895.555000	967.417350	
9600000.000000	1125.000000	0.517100	160688.961000	971.395654	
9600000.000000	1130.000000	0.518700	161475.217000	975.373498	
9600000.000000	1135.000000	0.520000	162267.469000	979.349910	
9600000.000000	1140.000000	0.521300	163059.204000	983.324832	
9600000.000000	1145.000000	0.522600	163850.365000	987.297978	
9600000.000000	1150.000000	0.523800	164641.425000	991.269054	
9600000.000000	1155.000000	0.525000	165432.484000	995.237840	
9600000.000000	1160.000000	0.525900	166229.383000	999.204428	
9600000.000000	1165.000000	0.527100	167018.667000	1003.168367	
9600000.000000	1170.000000	0.528200	167807.776000	1007.129556	
9600000.000000	1175.000000	0.529400	168596.138000	1011.087940	
9600000.000000	1180.000000	0.530600	169383.738000	1015.043411	
9600000.000000	1185.000000	0.531700	170170.516000	1018.995874	
9600000.000000	1190.000000	0.533200	170948.854000	1022.944589	
9600000.000000	1195.000000	0.534400	171733.650000	1026.890711	
9600000.000000	1200.000000	0.535600	172517.657000	1030.833600	
9600000.000000	1205.000000	0.536700	173300.820000	1034.773189	
9600000.000000	1210.000000	0.537800	174083.135000	1038.709422	
9600000.000000	1215.000000	0.539000	174864.591000	1042.642249	
9600000.000000	1220.000000	0.540100	175645.241000	1046.571617	
9600000.000000	1225.000000	0.541200	176425.039000	1050.497488	
9600000.000000	1230.000000	0.542300	177203.919000	1054.419818	
9600000.000000	1235.000000	0.543500	177981.980000	1058.338582	
9600000.000000	1240.000000	0.544600	178759.113000	1062.253733	
9600000.000000	1245.000000	0.545700	179535.407000	1066.165254	
9600000.000000	1250.000000	0.546800	180310.702000	1070.073091	
9600000.000000	1255.000000	0.547800	181085.190000	1073.977247	
9600000.000000	1260.000000	0.548900	181858.789000	1077.877686	
9600000.000000	1265.000000	0.550000	182631.288000	1081.774393	
9600000.000000	1270.000000	0.551100	183403.102000	1085.667329	
9600000.000000	1275.000000	0.552200	184173.521000	1089.556394	
9600000.000000	1280.000000	0.553200	184943.695000	1093.441770	
9600000.000000	1285.000000	0.554300	185712.928000	1097.323320	
9600000.000000	1290.000000	0.555300	186481.303000	1101.201042	
9600000.000000	1295.000000	0.556400	187248.793000	1105.074916	
9600000.000000	1300.000000	0.557400	188015.399000	1108.944927	
9600000.000000	1305.000000	0.558400	188781.116000	1112.811062	
9600000.000000	1310.000000	0.559500	189545.946000	1116.673306	
9600000.000000	1315.000000	0.560500	190309.255000	1120.531504	
9600000.000000	1320.000000	0.561500	191072.147000	1124.385890	
9600000.000000	1325.000000	0.562500	191834.149000	1128.236347	
9600000.000000	1330.000000	0.563600	192595.261000	1132.082866	
9600000.000000	1335.000000	0.564600	193355.494000	1135.925439	
9600000.000000	1340.000000	0.565600	194114.846000	1139.764056	
9600000.000000	1345.000000	0.566600	194873.435000	1143.598740	
9600000.000000	1350.000000	0.567600	195631.084000	1147.429435	
9600000.000000	1355.000000	0.568500	196388.317000	1151.256278	
9600000.000000	1360.000000	0.569500	197144.390000	1155.079058	
9600000.000000	1365.000000	0.570500	197899.640000	1158.897859	
9600000.000000	1370.000000	0.571400	198654.025000	1162.712664	
9600000.000000	1375.000000	0.572400	199407.398000	1166.523420	
9600000.000000	1380.000000	0.573300	200160.127000	1170.330233	
9600000.000000	1385.000000	0.574300	200911.990000	1174.133029	
9600000.000000	1390.000000	0.575200	201662.988000	1177.931803	
9600000.000000	1395.000000	0.576100	202413.330000	1181.726553	
9600000.000000	1400.000000	0.576700	203170.933000	1185.517443	
9600000.000000	1405.000000	0.577700	203917.195000	1189.304184	
9600000.000000	1410.000000	0.578500	204669.838000	1193.087024	
9600000.000000	1415.000000	0.577200	205470.888000	1196.862268	
9600000.000000	1420.000000	0.575800	206273.984000	1200.633545	
9600000.000000	1425.000000	0.574400	207077.044000	1204.400863	
9600000.000000	1430.000000	0.573100	207880.073000	1208.164221	
9600000.000000	1435.000000	0.571700	208683.078000	1211.923618	
9600000.000000	1440.000000	0.570300	209486.048000	1215.679075	
9600000.000000	1445.000000	0.568900	210289.023000	1219.430551	
9600000.000000	1450.000000	0.567600	211091.994000	1223.178065	
9600000.000000	1455.000000	0.566200	211895.205000	1226.921629	
9600000.000000	1460.000000	0.564800	212698.195000	1230.661222	
9600000.000000	1465.000000	0.563500	213501.199000	1234.396855	
9600000.000000	1470.000000	0.562100	214304.225000	1238.128526	
9600000.000000	1475.000000	0.560700	215106.849000	1241.855421	
9600000.000000	1480.000000	0.559400	215909.917000	1245.579134	
9600000.000000	1485.000000	0.558000	216713.025000	1249.298888	
9600000.000000	1490.000000	0.556600	217516.179000	1253.014682	
9600000.000000	1495.000000	0.555300	218319.385000	1256.726519	
9600000.000000	1500.000000	0.553900	219122.651000	1260.434398	
9600000.000000	1505.000000	0.552600	219925.983000	1264.138322	
9600000.000000	1510.000000	0.551200	220729.387000	1267.838292	
9600000.000000	1515.000000	0.549800	221530.056000	1271.536264	
9600000.000000	1520.000000	0.548500	222333.539000	1275.228385	
9600000.000000	1525.000000	0.547100	223137.111000	1278.916557	
9600000.000000	1530.000000	0.545800	223940.780000	1282.600781	
9600000.000000	1535.000000	0.544500	224744.551000	1286.281060	
9600000.000000	1540.000000	0.543100	225548.430000	1289.957395	
9600000.000000	1545.000000	0.541800	226352.424000	1293.629788	
9600000.000000	1550.000000	0.540400	227156.540000	1297.298241	
9600000.000000	1555.000000	0.539100	227960.783000	1300.962756	
9600000.000000	1560.000000	0.537800	228765.161000	1304.623334	
9600000.000000	1565.000000	0.536400	229569.679000	1308.279979	
9600000.000000	1570.000000	0.535100	230374.344000	1311.932691	
9600000.000000	1575.000000	0.533800	231179.163000	1315.581474	
9600000.000000	1580.000000	0.532400	231984.142000	1319.226329	
9600000.000000	1585.000000	0.531100	232789.286000	1322.867259	
9600000.000000	1590.000000	0.529800	233594.604000	1326.504266	
9600000.000000	1595.000000	0.528500	234400.100000	1330.137353	
9600000.000000	1600.000000	0.527200	235205.782000	1333.766522	
9600000.000000	1605.000000	0.525800	236011.656000	1337.391776	
9600000.000000	1610.000000	0.524500	236817.729000	1341.013117	
9600000.000000	1615.000000	0.523200	237624.005000	1344.630548	
9600000.000000	1620.000000	0.521900	238430.493000	1348.244071	
9600000.000000	1625.000000	0.520600	239237.199000	1351.853690	
9600000.000000	1630.000000	0.519300	240044.129000	1355.459406	
9600000.000000	1635.000000	0.518000	240851.054000	1359.061157	
9600000.000000	1640.000000	0.516700	241658.450000	1362.659064	
9600000.000000	1645.000000	0.515400	242466.156000	1366.251936	
9600000.000000	1650.000000	0.514100	243274.038000	1369.842077	
9600000.000000	1655.000000	0.512900	244082.176000	1373.428330	
9600000.000000	1660.000000	0.511600	244890.577000	1377.010699	
9600000.000000	1665.000000	0.510300	245699.243000	1380.589182	
9600000.000000	1670.000000	0.509000	246508.188000	1384.163789	
9600000.000000	1675.000000	0.507700	247317.414000	1387.734521	
9600000.000000	1680.000000	0.506500	248126.929000	1391.301380	
9600000.000000	1685.000000	0.505200	248936.738000	1394.864371	
9600000.000000	1690.000000	0.503900	249746.849000	1398.423495	
9600000.000000	1695.000000	0.502700	250557.268000	1401.978756	
9600000.000000	1700.000000	0.501400	251368.001000	1405.530157	
9600000.000000	1705.000000	0.500200	252179.054000	1409.077703	
9600000.000000	1710.000000	0.498900	252990.435000	1412.621395	
9600000.000000	1715.000000	0.497700	253802.150000	1416.161238	
9600000.000000	1720.000000	0.496400	254614.205000	1419.697235	
9600000.000000	1725.000000	0.495200	255426.606000	1423.229389	
9600000.000000	1730.000000	0.493900	256239.361000	1426.757703	
9600000.000000	1735.000000	0.492700	257052.476000	1430.282182	
9600000.000000	1740.000000	0.491500	257865.957000	1433.802830	
9600000.000000	1745.000000	0.490200	258679.811000	1437.319648	
9600000.000000	1750.000000	0.489000	259494.045000	1440.832642	
9600000.000000	1755.000000	0.487800	260308.665000	1444.341814	
9600000.000000	1760.000000	0.486500	261123.678000	1447.847168	
9600000.000000	1765.000000	0.485300	261939.089000	1451.348709	
9600000.000000	1770.000000	0.484100	262754.907000	1454.846439	
9600000.000000	1775.000000	0.482900	263571.138000	1458.340362	
9600000.000000	1780.000000	0.481700	264387.787000	1461.830483	
9600000.000000	1785.000000	0.480500	265204.862000	1465.316804	
9600000.000000	1790.000000	0.479300	266022.370000	1468.799331	
9600000.000000	1795.000000	0.478100	266840.317000	1472.278066	
9600000.000000	1800.000000	0.476900	267658.709000	1475.753013	
9600000.000000	1805.000000	0.475700	268477.554000	1479.224177	
9600000.000000	1810.000000	0.474500	269297.215000	1482.692954	
9600000.000000	1815.000000	0.473300	270116.996000	1486.156604	
9600000.000000	1820.000000	0.472100	270937.251000	1489.616483	
9600000.000000	1825.000000	0.471000	271757.984000	1493.072595	
9600000.000000	1830.000000	0.469800	272579.204000	1496.524943	
9600000.000000	1835.000000	0.468600	273400.814000	1499.973528	
9600000.000000	1840.000000	0.467400	274223.027000	1503.418363	
9600000.000000	1845.000000	0.466300	275045.747000	1506.859447	
9600000.000000	1850.000000	0.465100	275868.989000	1510.296790	
9600000.000000	1855.000000	0.464000	276692.742000	1513.730385	
9600000.000000	1860.000000	0.462800	277517.023000	1517.160242	
9600000.000000	1865.000000	0.461700	278341.837000	1520.586365	
9600000.000000	1870.000000	0.460500	279167.193000	1524.008758	
9600000.000000	1875.000000	0.459400	279993.095000	1527.427425	
9600000.000000	1880.000000	0.458200	280819.553000	1530.842371	
9600000.000000	1885.000000	0.457100	281646.571000	1534.253599	
9600000.000000	1890.000000	0.455900	282474.158000	1537.661115	
9600000.000000	1895.000000	0.454800	283302.320000	1541.064922	
9600000.000000	1900.000000	0.453700	284131.064000	1544.465026	
9600000.000000	1905.000000	0.452600	284960.398000	1547.861429	
9600000.000000	1910.000000	0.451400	285790.327000	1551.254137	
9600000.000000	1915.000000	0.450300	286620.860000	1554.643154	
9600000.000000	1920.000000	0.449200	287452.003000	1558.028485	
9600000.000000	1925.000000	0.448100	288283.763000	1561.410133	
9600000.000000	1930.000000	0.447000	289116.147000	1564.788104	
9600000.000000	1935.000000	0.445900	289949.163000	1568.162402	
9600000.000000	1940.000000	0.444800	290782.816000	1571.533032	
9600000.000000	1945.000000	0.443700	291617.116000	1574.899998	
9600000.000000	1950.000000	0.442600	292452.068000	1578.263304	
9600000.000000	1955.000000	0.441500	293287.680000	1581.622956	
9600000.000000	1960.000000	0.440400	294123.959000	1584.978957	
9600000.000000	1965.000000	0.439300	294960.912000	1588.331313	
9600000.000000	1970.000000	0.438200	295798.546000	1591.680028	
9600000.000000	1975.000000	0.437100	296636.868000	1595.025109	
9600000.000000	1980.000000	0.436000	297484.279000	1598.367331	
9600000.000000	1985.000000	0.434900	298323.554000	1601.705121	
9600000.000000	1990.000000	0.433900	299163.536000	1605.039287	
9600000.000000	1995.000000	0.432800	300004.232000	1608.369835	
9600000.000000	2000.000000	0.431700	300845.650000	1611.696769	
9800000.000000	1000.000000	0.477800	136290.263000	866.327172	
9800000.000000	1005.000000	0.479600	137202.550000	870.885498	
9800000.000000	1010.000000	0.481300	138114.159000	875.443094	
9800000.000000	1015.000000	0.483000	139025.126000	879.999967	
9800000.000000	1020.000000	0.484700	139935.468000	884.556125	
9800000.000000	1025.000000	0.486400	140845.200000	889.111576	
9800000.000000	1030.000000	0.488100	141754.334000	893.666330	
9800000.000000	1035.000000	0.489800	142662.885000	898.220394	
9800000.000000	1040.000000	0.491500	143571.081000	902.773747	
9800000.000000	1045.000000	0.493200	144478.529000	907.326453	
9800000.000000	1050.000000	0.494800	145385.489000	911.878486	
9800000.000000	1055.000000	0.496500	146291.894000	916.429864	
9800000.000000	1060.000000	0.498100	147197.779000	920.980593	
9800000.000000	1065.000000	0.499800	148103.155000	925.530678	
9800000.000000	1070.000000	0.501400	149008.060000	930.080125	
9800000.000000	1075.000000	0.502900	149849.253000	934.341248	
9800000.000000	1080.000000	0.504100	150610.042000	938.237893	
9800000.000000	1085.000000	0.505400	151380.329000	942.178747	
9800000.000000	1090.000000	0.506700	152154.567000	946.138678	
9800000.000000	1095.000000	0.508000	152930.934000	950.109395	
9800000.000000	1100.000000	0.509300	153708.367000	954.086749	
9800000.000000	1105.000000	0.510600	154486.778000	958.068215	
9800000.000000	1110.000000	0.511900	155265.524000	962.052174	
9800000.000000	1115.000000	0.513100	156044.355000	966.037462	
9800000.000000	1120.000000	0.514400	156822.725000	970.023231	
9800000.000000	1125.000000	0.515700	157601.102000	974.008793	
9800000.000000	1130.000000	0.517000	158379.029000	977.993640	
9800000.000000	1135.000000	0.518200	159156.650000	981.977346	
