TOP[Pa]	TIT[K]	Efficiency[-]	Net_sp_work[J/kgCO2]	TOT[K]
1000000.000000	1365.000000	0.526800	440197.226000	876.982943	
1000000.000000	1370.000000	0.528200	442539.919000	880.071632	
1000000.000000	1375.000000	0.529600	444871.731000	883.158113	
1000000.000000	1380.000000	0.531000	447199.719000	886.241665	
1000000.000000	1385.000000	0.532500	449532.867000	889.322600	
1000000.000000	1390.000000	0.533900	451858.604000	892.399785	
1000000.000000	1395.000000	0.535300	454182.519000	895.473637	
1000000.000000	1400.000000	0.536700	456506.133000	898.544478	
1000000.000000	1405.000000	0.538100	458827.955000	901.611986	
1000000.000000	1410.000000	0.539500	461148.521000	904.676278	
1000000.000000	1415.000000	0.540800	463467.836000	907.737351	
1000000.000000	1420.000000	0.542200	465784.379000	910.796589	
1000000.000000	1425.000000	0.543600	468102.426000	913.851232	
1000000.000000	1430.000000	0.544900	470419.595000	916.902671	
1000000.000000	1435.000000	0.546200	472735.801000	919.950871	
1000000.000000	1440.000000	0.547600	475051.909000	922.995778	
1000000.000000	1445.000000	0.548900	477367.052000	926.037486	
1000000.000000	1450.000000	0.550300	479662.594000	929.074602	
1000000.000000	1455.000000	0.551600	481977.528000	932.111613	
1000000.000000	1460.000000	0.553000	484270.456000	935.143525	
1000000.000000	1465.000000	0.554200	486591.306000	938.171132	
1000000.000000	1470.000000	0.555500	488897.273000	941.196804	
1000000.000000	1475.000000	0.556800	491203.070000	944.219117	
1000000.000000	1480.000000	0.557900	493526.925000	947.236446	
1000000.000000	1485.000000	0.558600	495938.786000	950.242527	
1000000.000000	1490.000000	0.559300	498353.219000	953.245147	
1000000.000000	1495.000000	0.560100	500760.263000	956.245282	
1000000.000000	1500.000000	0.560800	503167.999000	959.242140	
1000000.000000	1505.000000	0.561500	505576.666000	962.235699	
1000000.000000	1510.000000	0.562500	507919.682000	965.232024	
1000000.000000	1515.000000	0.562900	510391.741000	968.213483	
1000000.000000	1520.000000	0.563900	512730.070000	971.203762	
1000000.000000	1525.000000	0.564900	515067.207000	974.190607	
1000000.000000	1530.000000	0.566100	517374.472000	977.176674	
1000000.000000	1535.000000	0.567300	519669.428000	980.160506	
1000000.000000	1540.000000	0.568400	521962.671000	983.141129	
1000000.000000	1545.000000	0.569600	524259.227000	986.118152	
1000000.000000	1550.000000	0.570800	526550.587000	989.092335	
1000000.000000	1555.000000	0.571900	528841.564000	992.063215	
1000000.000000	1560.000000	0.573100	531131.433000	995.030867	
1000000.000000	1565.000000	0.574200	533420.024000	997.995310	
1000000.000000	1570.000000	0.575400	535707.534000	1000.956519	
1000000.000000	1575.000000	0.576500	537993.768000	1003.914520	
1000000.000000	1580.000000	0.577700	540278.786000	1006.869306	
1000000.000000	1585.000000	0.578800	542562.684000	1009.820868	
1000000.000000	1590.000000	0.579900	544845.312000	1012.769220	
1000000.000000	1595.000000	0.581000	547126.850000	1015.714342	
1000000.000000	1600.000000	0.582100	549406.960000	1018.656279	
1000000.000000	1605.000000	0.583200	551685.890000	1021.594995	
1000000.000000	1610.000000	0.584400	553952.978000	1024.531360	
1000000.000000	1615.000000	0.584600	556425.910000	1027.448754	
1000000.000000	1620.000000	0.584600	558936.283000	1030.360248	
1000000.000000	1625.000000	0.584600	561448.430000	1033.268568	
1000000.000000	1630.000000	0.584700	563962.368000	1036.173717	
1000000.000000	1635.000000	0.584700	566478.114000	1039.075700	
1000000.000000	1640.000000	0.584700	568995.684000	1041.974521	
1000000.000000	1645.000000	0.584700	571514.864000	1044.870200	
1000000.000000	1650.000000	0.584700	574036.126000	1047.762707	
1000000.000000	1655.000000	0.584700	576559.281000	1050.652064	
1000000.000000	1660.000000	0.584700	579084.329000	1053.538275	
1000000.000000	1665.000000	0.584700	581610.613000	1056.421328	
1000000.000000	1670.000000	0.584700	584139.473000	1059.301258	
1000000.000000	1675.000000	0.584700	586670.276000	1062.178054	
1000000.000000	1680.000000	0.584600	589203.039000	1065.051721	
1000000.000000	1685.000000	0.584600	591737.779000	1067.922262	
1000000.000000	1690.000000	0.584500	594274.512000	1070.789681	
1000000.000000	1695.000000	0.584500	596813.258000	1073.653984	
1000000.000000	1700.000000	0.584400	599354.031000	1076.515174	
1000000.000000	1705.000000	0.584400	601896.851000	1079.373254	
1000000.000000	1710.000000	0.584300	604441.734000	1082.228231	
1000000.000000	1715.000000	0.584300	606988.698000	1085.080107	
1000000.000000	1720.000000	0.584200	609537.760000	1087.928886	
1000000.000000	1725.000000	0.584100	612088.938000	1090.774574	
1000000.000000	1730.000000	0.584000	614642.250000	1093.617175	
1000000.000000	1735.000000	0.583900	617197.712000	1096.456691	
1000000.000000	1740.000000	0.583800	619755.342000	1099.293129	
1000000.000000	1745.000000	0.583700	622315.159000	1102.126491	
1000000.000000	1750.000000	0.583600	624877.179000	1104.956783	
1000000.000000	1755.000000	0.583500	627441.420000	1107.784009	
1000000.000000	1760.000000	0.583400	630007.900000	1110.608171	
1000000.000000	1765.000000	0.583300	632576.638000	1113.429277	
1000000.000000	1770.000000	0.583200	635147.650000	1116.247328	
1000000.000000	1775.000000	0.583100	637720.955000	1119.062331	
1000000.000000	1780.000000	0.582900	640296.571000	1121.874288	
1000000.000000	1785.000000	0.582800	642874.515000	1124.683205	
1000000.000000	1790.000000	0.582700	645454.806000	1127.489086	
1000000.000000	1795.000000	0.582500	648037.462000	1130.291934	
1000000.000000	1800.000000	0.582400	650622.501000	1133.091754	
1000000.000000	1805.000000	0.582200	653209.941000	1135.888552	
1000000.000000	1810.000000	0.582100	655799.800000	1138.682330	
1000000.000000	1815.000000	0.581800	658409.327000	1141.472180	
1000000.000000	1820.000000	0.581700	660996.795000	1144.260324	
1000000.000000	1825.000000	0.581600	663586.716000	1147.045455	
1000000.000000	1830.000000	0.581300	666203.570000	1149.826317	
1000000.000000	1835.000000	0.581200	668805.972000	1152.605066	
1000000.000000	1840.000000	0.581000	671409.891000	1155.380822	
1000000.000000	1845.000000	0.580900	673997.053000	1158.154606	
1000000.000000	1850.000000	0.580700	676609.663000	1160.926165	
1000000.000000	1855.000000	0.580500	679222.185000	1163.693027	
1000000.000000	1860.000000	0.580300	681837.346000	1166.456917	
1000000.000000	1865.000000	0.580100	684476.113000	1169.216836	
1000000.000000	1870.000000	0.579900	687096.687000	1171.974793	
1000000.000000	1875.000000	0.579700	689719.923000	1174.729788	
1000000.000000	1880.000000	0.579500	692345.842000	1177.481828	
1000000.000000	1885.000000	0.579200	694974.458000	1180.230917	
1000000.000000	1890.000000	0.579000	697605.798000	1182.977058	
1000000.000000	1895.000000	0.578800	700239.876000	1185.720256	
1000000.000000	1900.000000	0.578600	702876.713000	1188.460516	
1000000.000000	1905.000000	0.578400	705516.327000	1191.197842	
1000000.000000	1910.000000	0.578200	708158.738000	1193.932238	
1000000.000000	1915.000000	0.577900	710803.966000	1196.663710	
1000000.000000	1920.000000	0.577700	713452.030000	1199.392261	
1000000.000000	1925.000000	0.577500	716102.949000	1202.117896	
1000000.000000	1930.000000	0.577200	718756.743000	1204.840620	
1000000.000000	1935.000000	0.577000	721413.432000	1207.560436	
1000000.000000	1940.000000	0.576800	724073.036000	1210.277350	
1000000.000000	1945.000000	0.576500	726735.574000	1212.991366	
1000000.000000	1950.000000	0.576300	729401.066000	1215.702488	
1000000.000000	1955.000000	0.576000	732069.532000	1218.410721	
1000000.000000	1960.000000	0.575800	734740.992000	1221.116070	
1000000.000000	1965.000000	0.575500	737415.466000	1223.818539	
1000000.000000	1970.000000	0.575200	740092.974000	1226.518131	
1000000.000000	1975.000000	0.575000	742773.537000	1229.214853	
1000000.000000	1980.000000	0.574700	745457.175000	1231.908709	
1000000.000000	1985.000000	0.574500	748143.907000	1234.599702	
1000000.000000	1990.000000	0.574200	750833.755000	1237.287838	
1000000.000000	1995.000000	0.573900	753526.739000	1239.973120	
1000000.000000	2000.000000	0.573700	756222.880000	1242.655555	
1200000.000000	1000.000000	0.408900	257047.383000	654.054685	
1200000.000000	1005.000000	0.411000	259692.433000	657.781534	
1200000.000000	1010.000000	0.413000	262345.165000	661.506327	
1200000.000000	1015.000000	0.415500	264940.274000	665.237565	
1200000.000000	1020.000000	0.418200	267503.359000	668.971952	
1200000.000000	1025.000000	0.420900	270065.434000	672.705888	
1200000.000000	1030.000000	0.423600	272629.232000	676.438224	
1200000.000000	1035.000000	0.426300	275184.841000	680.170667	
1200000.000000	1040.000000	0.428900	277754.461000	683.900345	
1200000.000000	1045.000000	0.430800	280401.742000	687.618998	
1200000.000000	1050.000000	0.432900	283034.475000	691.338634	
1200000.000000	1055.000000	0.434700	285693.626000	695.054601	
1200000.000000	1060.000000	0.436500	288350.777000	698.769330	
1200000.000000	1065.000000	0.438800	290953.917000	702.490217	
1200000.000000	1070.000000	0.441300	293517.080000	706.215448	
1200000.000000	1075.000000	0.443600	295920.212000	709.715139	
1200000.000000	1080.000000	0.445700	298100.012000	712.932538	
1200000.000000	1085.000000	0.447800	300306.397000	716.183930	
1200000.000000	1090.000000	0.449900	302522.733000	719.450031	
1200000.000000	1095.000000	0.451900	304749.820000	722.723677	
1200000.000000	1100.000000	0.453800	307002.985000	725.999366	
1200000.000000	1105.000000	0.455300	309320.576000	729.270142	
1200000.000000	1110.000000	0.456800	311618.096000	732.545400	
1200000.000000	1115.000000	0.458200	313948.999000	735.817395	
1200000.000000	1120.000000	0.459500	316277.496000	739.089877	
1200000.000000	1125.000000	0.460900	318601.267000	742.362667	
1200000.000000	1130.000000	0.462900	320847.462000	745.644394	
1200000.000000	1135.000000	0.464800	323091.155000	748.925250	
1200000.000000	1140.000000	0.466800	325334.243000	752.204708	
1200000.000000	1145.000000	0.468800	327576.899000	755.482506	
1200000.000000	1150.000000	0.470700	329818.626000	758.758507	
1200000.000000	1155.000000	0.472600	332058.859000	762.032608	
1200000.000000	1160.000000	0.474600	334297.244000	765.304701	
1200000.000000	1165.000000	0.476500	336539.292000	768.573986	
1200000.000000	1170.000000	0.478400	338771.700000	771.842053	
1200000.000000	1175.000000	0.480100	341042.778000	775.102729	
1200000.000000	1180.000000	0.481200	343384.440000	778.352219	
1200000.000000	1185.000000	0.482400	345711.816000	781.600930	
1200000.000000	1190.000000	0.483800	348012.384000	784.850103	
1200000.000000	1195.000000	0.484800	350353.933000	788.091561	
1200000.000000	1200.000000	0.485900	352695.937000	791.330105	
1200000.000000	1205.000000	0.487600	354939.808000	794.577519	
1200000.000000	1210.000000	0.489500	357172.581000	797.823308	
1200000.000000	1215.000000	0.491300	359399.205000	801.064946	
1200000.000000	1220.000000	0.492900	361647.460000	804.304528	
1200000.000000	1225.000000	0.494800	363870.769000	807.542251	
1200000.000000	1230.000000	0.496500	366103.472000	810.775691	
1200000.000000	1235.000000	0.498200	368333.697000	814.006274	
1200000.000000	1240.000000	0.499900	370562.270000	817.233874	
1200000.000000	1245.000000	0.501600	372789.630000	820.458419	
1200000.000000	1250.000000	0.503300	375020.267000	823.679323	
1200000.000000	1255.000000	0.505000	377240.366000	826.898298	
1200000.000000	1260.000000	0.506700	379464.239000	830.113656	
1200000.000000	1265.000000	0.508200	381714.214000	833.322467	
1200000.000000	1270.000000	0.509400	383996.168000	836.524801	
1200000.000000	1275.000000	0.510600	386287.746000	839.722667	
1200000.000000	1280.000000	0.511400	388632.209000	842.911394	
1200000.000000	1285.000000	0.512400	390945.969000	846.100350	
1200000.000000	1290.000000	0.513400	393248.238000	849.287345	
1200000.000000	1295.000000	0.514500	395546.375000	852.471523	
1200000.000000	1300.000000	0.515700	397822.579000	855.654713	
1200000.000000	1305.000000	0.517200	400041.274000	858.841067	
1200000.000000	1310.000000	0.518800	402257.330000	862.024327	
1200000.000000	1315.000000	0.520300	404479.626000	865.203510	
1200000.000000	1320.000000	0.521900	406677.600000	868.382090	
1200000.000000	1325.000000	0.523400	408892.103000	871.555341	
1200000.000000	1330.000000	0.524900	411105.678000	874.725422	
1200000.000000	1335.000000	0.526400	413317.255000	877.892302	
1200000.000000	1340.000000	0.527900	415526.067000	881.056094	
1200000.000000	1345.000000	0.529400	417733.114000	884.216688	
1200000.000000	1350.000000	0.530900	419938.776000	887.374032	
1200000.000000	1355.000000	0.532400	422143.049000	890.528120	
1200000.000000	1360.000000	0.533800	424346.014000	893.678942	
1200000.000000	1365.000000	0.535300	426547.405000	896.826512	
1200000.000000	1370.000000	0.536700	428747.923000	899.970783	
1200000.000000	1375.000000	0.538200	430947.043000	903.111784	
1200000.000000	1380.000000	0.539600	433144.945000	906.249446	
1200000.000000	1385.000000	0.540800	435380.276000	909.381534	
1200000.000000	1390.000000	0.541700	437651.941000	912.505190	
1200000.000000	1395.000000	0.542600	439943.412000	915.623520	
1200000.000000	1400.000000	0.543400	442226.124000	918.739389	
1200000.000000	1405.000000	0.544100	444542.267000	921.852691	
1200000.000000	1410.000000	0.544900	446827.983000	924.956623	
1200000.000000	1415.000000	0.545800	449098.253000	928.063783	
1200000.000000	1420.000000	0.546600	451376.010000	931.166993	
1200000.000000	1425.000000	0.547700	453625.888000	934.269479	
1200000.000000	1430.000000	0.548900	455823.729000	937.373558	
1200000.000000	1435.000000	0.550300	458011.978000	940.475171	
1200000.000000	1440.000000	0.551600	460200.984000	943.575144	
1200000.000000	1445.000000	0.552900	462388.056000	946.668159	
1200000.000000	1450.000000	0.554200	464572.903000	949.759853	
1200000.000000	1455.000000	0.555500	466757.247000	952.848175	
1200000.000000	1460.000000	0.556800	468940.274000	955.933210	
1200000.000000	1465.000000	0.558100	471122.040000	959.014950	
1200000.000000	1470.000000	0.559300	473302.544000	962.093396	
1200000.000000	1475.000000	0.560600	475481.793000	965.168547	
1200000.000000	1480.000000	0.561900	477659.843000	968.240396	
1200000.000000	1485.000000	0.563100	479837.605000	971.308853	
1200000.000000	1490.000000	0.564300	482015.175000	974.373917	
1200000.000000	1495.000000	0.565600	484191.856000	977.435653	
1200000.000000	1500.000000	0.566800	486367.684000	980.494058	
1200000.000000	1505.000000	0.568100	488526.292000	983.550018	
1200000.000000	1510.000000	0.569300	490695.580000	986.602745	
1200000.000000	1515.000000	0.570500	492859.344000	989.651979	
1200000.000000	1520.000000	0.571700	495039.929000	992.696361	
1200000.000000	1525.000000	0.572800	497208.037000	995.738391	
1200000.000000	1530.000000	0.574000	499373.949000	998.777223	
1200000.000000	1535.000000	0.575200	501539.267000	1001.812672	
1200000.000000	1540.000000	0.576400	503702.856000	1004.844831	
1200000.000000	1545.000000	0.577500	505875.479000	1007.872820	
1200000.000000	1550.000000	0.578000	508149.430000	1010.889091	
1200000.000000	1555.000000	0.578600	510416.597000	1013.902688	
1200000.000000	1560.000000	0.579200	512679.241000	1016.913456	
1200000.000000	1565.000000	0.579800	514942.544000	1019.920899	
1200000.000000	1570.000000	0.580400	517207.135000	1022.924958	
1200000.000000	1575.000000	0.581200	519439.521000	1025.928384	
1200000.000000	1580.000000	0.581700	521702.053000	1028.925989	
1200000.000000	1585.000000	0.582300	523957.699000	1031.921165	
1200000.000000	1590.000000	0.582900	526212.149000	1034.912956	
1200000.000000	1595.000000	0.584000	528373.133000	1037.908714	
1200000.000000	1600.000000	0.585100	530527.987000	1040.901464	
1200000.000000	1605.000000	0.585900	532732.581000	1043.887168	
1200000.000000	1610.000000	0.585900	535107.115000	1046.856673	
1200000.000000	1615.000000	0.585900	537483.237000	1049.822938	
1200000.000000	1620.000000	0.585800	539860.962000	1052.785968	
1200000.000000	1625.000000	0.585800	542240.306000	1055.745767	
1200000.000000	1630.000000	0.585700	544621.286000	1058.702339	
1200000.000000	1635.000000	0.585700	547003.918000	1061.655687	
1200000.000000	1640.000000	0.585600	549388.217000	1064.605816	
1200000.000000	1645.000000	0.585500	551787.435000	1067.551788	
1200000.000000	1650.000000	0.585400	554168.361000	1070.495975	
1200000.000000	1655.000000	0.585400	556550.983000	1073.436948	
1200000.000000	1660.000000	0.585300	558954.822000	1076.373297	
1200000.000000	1665.000000	0.585200	561347.843000	1079.307386	
1200000.000000	1670.000000	0.585100	563729.240000	1082.239194	
1200000.000000	1675.000000	0.585000	566125.645000	1085.166902	
1200000.000000	1680.000000	0.584900	568523.848000	1088.091424	
1200000.000000	1685.000000	0.584800	570923.866000	1091.012764	
1200000.000000	1690.000000	0.584700	573325.715000	1093.930925	
1200000.000000	1695.000000	0.584600	575729.411000	1096.845913	
1200000.000000	1700.000000	0.584400	578134.972000	1099.757732	
1200000.000000	1705.000000	0.584300	580542.414000	1102.666385	
1200000.000000	1710.000000	0.584200	582951.753000	1105.571877	
1200000.000000	1715.000000	0.584000	585363.006000	1108.474212	
1200000.000000	1720.000000	0.583900	587776.190000	1111.373394	
1200000.000000	1725.000000	0.583700	590191.322000	1114.269428	
1200000.000000	1730.000000	0.583600	592608.418000	1117.162318	
1200000.000000	1735.000000	0.583400	595027.495000	1120.052068	
1200000.000000	1740.000000	0.583300	597448.571000	1122.938682	
1200000.000000	1745.000000	0.583100	599871.661000	1125.822165	
1200000.000000	1750.000000	0.582900	602296.783000	1128.702522	
1200000.000000	1755.000000	0.582700	604723.954000	1131.579754	
1200000.000000	1760.000000	0.582600	607153.191000	1134.453869	
1200000.000000	1765.000000	0.582400	609584.511000	1137.324870	
1200000.000000	1770.000000	0.582200	612017.932000	1140.192761	
1200000.000000	1775.000000	0.582000	614453.469000	1143.057547	
1200000.000000	1780.000000	0.581800	616891.141000	1145.919232	
1200000.000000	1785.000000	0.581600	619330.965000	1148.777819	
1200000.000000	1790.000000	0.581400	621772.957000	1151.633315	
1200000.000000	1795.000000	0.581200	624217.136000	1154.485722	
1200000.000000	1800.000000	0.581000	626663.519000	1157.335046	
1200000.000000	1805.000000	0.580700	629112.122000	1160.181290	
1200000.000000	1810.000000	0.580500	631562.964000	1163.024459	
1200000.000000	1815.000000	0.580300	634016.063000	1165.864558	
1200000.000000	1820.000000	0.580100	636471.434000	1168.701591	
1200000.000000	1825.000000	0.579800	638929.099000	1171.535561	
1200000.000000	1830.000000	0.579600	641389.071000	1174.366475	
1200000.000000	1835.000000	0.579400	643850.419000	1177.194332	
1200000.000000	1840.000000	0.579100	646315.034000	1180.019142	
1200000.000000	1845.000000	0.578900	648784.564000	1182.842658	
1200000.000000	1850.000000	0.578600	651254.004000	1185.661444	
1200000.000000	1855.000000	0.578400	653725.874000	1188.477199	
1200000.000000	1860.000000	0.578100	656200.132000	1191.289922	
1200000.000000	1865.000000	0.577900	658676.826000	1194.099619	
1200000.000000	1870.000000	0.577600	661155.973000	1196.906296	
1200000.000000	1875.000000	0.577300	663637.592000	1199.709958	
1200000.000000	1880.000000	0.577100	666121.698000	1202.510609	
1200000.000000	1885.000000	0.576800	668608.315000	1205.308251	
1200000.000000	1890.000000	0.576500	671097.458000	1208.102892	
1200000.000000	1895.000000	0.576200	673609.811000	1210.893665	
1200000.000000	1900.000000	0.575900	676104.215000	1213.682318	
1200000.000000	1905.000000	0.575600	678601.200000	1216.467983	
1200000.000000	1910.000000	0.575300	681100.785000	1219.250664	
1200000.000000	1915.000000	0.575100	683602.988000	1222.030364	
1200000.000000	1920.000000	0.574800	686107.827000	1224.807089	
1200000.000000	1925.000000	0.574500	688615.322000	1227.580844	
1200000.000000	1930.000000	0.574200	691125.491000	1230.351632	
1200000.000000	1935.000000	0.573900	693638.353000	1233.119458	
1200000.000000	1940.000000	0.573600	696153.927000	1235.884328	
1200000.000000	1945.000000	0.573300	698672.231000	1238.646244	
1200000.000000	1950.000000	0.573000	701193.285000	1241.405212	
1200000.000000	1955.000000	0.572700	703717.108000	1244.161237	
1200000.000000	1960.000000	0.572400	706243.607000	1246.914388	
1200000.000000	1965.000000	0.572000	708773.021000	1249.664542	
1200000.000000	1970.000000	0.571700	711305.261000	1252.411766	
1200000.000000	1975.000000	0.571400	713840.346000	1255.156064	
1200000.000000	1980.000000	0.571100	716378.296000	1257.897442	
1200000.000000	1985.000000	0.570800	718919.130000	1260.635904	
1200000.000000	1990.000000	0.570500	721462.868000	1263.371454	
1200000.000000	1995.000000	0.570100	724009.529000	1266.104097	
1200000.000000	2000.000000	0.569800	726559.134000	1268.833839	
1400000.000000	1000.000000	0.418700	254006.577000	667.541560	
1400000.000000	1005.000000	0.421400	256449.924000	671.336900	
1400000.000000	1010.000000	0.424200	258888.717000	675.131756	
1400000.000000	1015.000000	0.426400	261393.906000	678.916878	
1400000.000000	1020.000000	0.428300	263918.128000	682.698462	
1400000.000000	1025.000000	0.430400	266434.747000	686.480009	
1400000.000000	1030.000000	0.432200	268974.049000	690.257576	
1400000.000000	1035.000000	0.434400	271457.157000	694.041920	
1400000.000000	1040.000000	0.437100	273901.361000	697.829964	
1400000.000000	1045.000000	0.439700	276349.882000	701.616487	
1400000.000000	1050.000000	0.442200	278796.820000	705.402275	
1400000.000000	1055.000000	0.444800	281246.630000	709.187437	
1400000.000000	1060.000000	0.447400	283684.944000	712.972546	
1400000.000000	1065.000000	0.449400	286188.222000	716.748264	
1400000.000000	1070.000000	0.451100	288725.566000	720.518652	
1400000.000000	1075.000000	0.452900	291071.996000	724.064166	
1400000.000000	1080.000000	0.454200	293231.767000	727.318416	
1400000.000000	1085.000000	0.455300	295441.780000	730.604155	
1400000.000000	1090.000000	0.457400	297562.116000	733.917771	
1400000.000000	1095.000000	0.459400	299685.034000	737.240097	
1400000.000000	1100.000000	0.461500	301812.867000	740.567240	
1400000.000000	1105.000000	0.463500	303944.036000	743.897258	
1400000.000000	1110.000000	0.465500	306074.980000	747.229194	
1400000.000000	1115.000000	0.467600	308202.002000	750.562518	
1400000.000000	1120.000000	0.469600	310341.281000	753.894425	
1400000.000000	1125.000000	0.471400	312490.221000	757.224689	
1400000.000000	1130.000000	0.472900	314684.245000	760.548457	
1400000.000000	1135.000000	0.474300	316893.053000	763.869178	
1400000.000000	1140.000000	0.475600	319106.766000	767.187838	
1400000.000000	1145.000000	0.476600	321351.447000	770.500950	
1400000.000000	1150.000000	0.478000	323559.345000	773.816728	
1400000.000000	1155.000000	0.479500	325739.930000	777.133175	
1400000.000000	1160.000000	0.481500	327868.543000	780.455212	
1400000.000000	1165.000000	0.483300	330006.177000	783.772094	
1400000.000000	1170.000000	0.485200	332144.534000	787.088267	
1400000.000000	1175.000000	0.487000	334279.538000	790.401217	
1400000.000000	1180.000000	0.488900	336412.842000	793.711725	
1400000.000000	1185.000000	0.490700	338545.147000	797.019659	
1400000.000000	1190.000000	0.492500	340675.854000	800.324776	
1400000.000000	1195.000000	0.494300	342812.758000	803.626324	
1400000.000000	1200.000000	0.496100	344932.982000	806.925364	
1400000.000000	1205.000000	0.497800	347076.593000	810.221793	
1400000.000000	1210.000000	0.498700	349310.010000	813.502887	
1400000.000000	1215.000000	0.499800	351522.964000	816.783434	
1400000.000000	1220.000000	0.500900	353737.505000	820.060756	
1400000.000000	1225.000000	0.501900	355952.437000	823.334963	
1400000.000000	1230.000000	0.503000	358153.322000	826.607709	
1400000.000000	1235.000000	0.504200	360350.377000	829.877760	
1400000.000000	1240.000000	0.505900	362466.920000	833.153952	
1400000.000000	1245.000000	0.507600	364596.804000	836.425344	
1400000.000000	1250.000000	0.509300	366703.822000	839.696350	
1400000.000000	1255.000000	0.511000	368825.306000	842.961995	
1400000.000000	1260.000000	0.512600	370946.850000	846.224534	
1400000.000000	1265.000000	0.514200	373065.672000	849.484035	
1400000.000000	1270.000000	0.515900	375181.618000	852.740533	
1400000.000000	1275.000000	0.517500	377296.186000	855.993831	
1400000.000000	1280.000000	0.519100	379409.498000	859.243905	
1400000.000000	1285.000000	0.520700	381520.667000	862.490824	
1400000.000000	1290.000000	0.522300	383632.059000	865.734367	
1400000.000000	1295.000000	0.523900	385741.239000	868.974735	
1400000.000000	1300.000000	0.525300	387864.788000	872.210205	
1400000.000000	1305.000000	0.526400	390037.024000	875.436934	
1400000.000000	1310.000000	0.527300	392232.820000	878.657731	
1400000.000000	1315.000000	0.528200	394429.228000	881.875127	
1400000.000000	1320.000000	0.529100	396626.248000	885.089125	
1400000.000000	1325.000000	0.529900	398824.117000	888.299698	
1400000.000000	1330.000000	0.530900	400998.684000	891.509390	
1400000.000000	1335.000000	0.531900	403183.777000	894.714587	
1400000.000000	1340.000000	0.533100	405317.059000	897.921691	
1400000.000000	1345.000000	0.534600	407418.290000	901.128947	
1400000.000000	1350.000000	0.536000	409518.213000	904.332885	
1400000.000000	1355.000000	0.537400	411622.805000	907.534290	
1400000.000000	1360.000000	0.538900	413714.551000	910.732168	
1400000.000000	1365.000000	0.540400	415803.051000	913.927020	
1400000.000000	1370.000000	0.541800	417901.383000	917.116596	
1400000.000000	1375.000000	0.543200	419997.064000	920.303717	
1400000.000000	1380.000000	0.544600	422089.308000	923.487733	
1400000.000000	1385.000000	0.546000	424180.183000	926.668419	
1400000.000000	1390.000000	0.547400	426269.755000	929.845765	
1400000.000000	1395.000000	0.548800	428357.908000	933.019774	
1400000.000000	1400.000000	0.550200	430444.707000	936.190439	
1400000.000000	1405.000000	0.551500	432530.197000	939.357756	
1400000.000000	1410.000000	0.552900	434614.923000	942.521922	
1400000.000000	1415.000000	0.554200	436698.164000	945.682518	
1400000.000000	1420.000000	0.555600	438778.579000	948.839913	
1400000.000000	1425.000000	0.556900	440868.893000	951.992705	
1400000.000000	1430.000000	0.557700	443026.661000	955.134849	
1400000.000000	1435.000000	0.558400	445193.306000	958.274446	
1400000.000000	1440.000000	0.559100	447366.167000	961.409311	
1400000.000000	1445.000000	0.559800	449540.299000	964.540682	
1400000.000000	1450.000000	0.560500	451710.861000	967.669054	
1400000.000000	1455.000000	0.561400	453856.410000	970.796453	
1400000.000000	1460.000000	0.562000	456026.673000	973.918066	
1400000.000000	1465.000000	0.562800	458186.421000	977.037379	
1400000.000000	1470.000000	0.563700	460318.056000	980.155829	
1400000.000000	1475.000000	0.564800	462401.842000	983.275125	
1400000.000000	1480.000000	0.566100	464473.087000	986.392105	
1400000.000000	1485.000000	0.567300	466543.487000	989.505682	
1400000.000000	1490.000000	0.568500	468613.089000	992.615852	
1400000.000000	1495.000000	0.569800	470681.328000	995.722671	
1400000.000000	1500.000000	0.571000	472747.847000	998.826193	
1400000.000000	1505.000000	0.572200	474813.299000	1001.926331	
1400000.000000	1510.000000	0.573400	476877.445000	1005.023117	
1400000.000000	1515.000000	0.574500	478940.279000	1008.116551	
1400000.000000	1520.000000	0.575700	481001.962000	1011.206613	
1400000.000000	1525.000000	0.576900	483062.313000	1014.293327	
1400000.000000	1530.000000	0.578100	485121.378000	1017.376687	
1400000.000000	1535.000000	0.579200	487179.791000	1020.456641	
1400000.000000	1540.000000	0.580400	489238.398000	1023.533116	
1400000.000000	1545.000000	0.581500	491295.807000	1026.606230	
1400000.000000	1550.000000	0.582600	493351.868000	1029.675996	
1400000.000000	1555.000000	0.583800	495406.596000	1032.742414	
1400000.000000	1560.000000	0.585000	497443.563000	1035.806181	
1400000.000000	1565.000000	0.586100	499494.034000	1038.865968	
1400000.000000	1570.000000	0.587200	501543.309000	1041.922403	
1400000.000000	1575.000000	0.588300	503596.796000	1044.975850	
1400000.000000	1580.000000	0.588300	505832.779000	1048.010939	
1400000.000000	1585.000000	0.588300	508087.333000	1051.041317	
1400000.000000	1590.000000	0.588200	510343.269000	1054.068388	
1400000.000000	1595.000000	0.588100	512600.605000	1057.092156	
1400000.000000	1600.000000	0.588000	514859.355000	1060.112623	
1400000.000000	1605.000000	0.587900	517119.534000	1063.129795	
1400000.000000	1610.000000	0.587800	519381.158000	1066.143676	
1400000.000000	1615.000000	0.587700	521644.243000	1069.154268	
1400000.000000	1620.000000	0.587600	523908.804000	1072.161577	
1400000.000000	1625.000000	0.587500	526174.870000	1075.165604	
1400000.000000	1630.000000	0.587400	528442.429000	1078.166357	
1400000.000000	1635.000000	0.587200	530711.511000	1081.163839	
1400000.000000	1640.000000	0.587100	532982.114000	1084.158051	
